contract_transaction_unique_key,award_id_piid,recipient_name,awarding_agency_name,awarding_sub_agency_name,product_or_service_code_description,naics_description,action_date,federal_action_obligation,total_dollars_obligated,extent_competed,type_of_contract_pricing,award_type
3600_-NONE-_36C24822C0110_P00003_-NONE-_0,36C24822C0110,"ESA SOUTH, INC.",Department of Veterans Affairs,Department of Veterans Affairs,CONSTRUCTION OF HEATING AND COOLING PLANTS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2024-05-15,277101.53,57772872.85,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24824P0949_0_-NONE-_0,36C24824P0949,"HANGER PROSTHETICS & ORTHOTICS, INC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-02-26,11922.43,11922.43,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1391_0_-NONE-_0,36C24824P1391,"MGI, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",AIR AND GAS COMPRESSOR MANUFACTURING,2024-05-01,229556.06,229556.06,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1753_0_-NONE-_0,36C24824P1753,"MEDICAL CENTER ORTHOTICS AND PROSTHETICS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-06-14,11672.06,11672.06,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1765_0_-NONE-_0,36C24824P1765,"AVIATE ENTERPRISES, INC.",Department of Veterans Affairs,Department of Veterans Affairs,KITCHEN EQUIPMENT AND APPLIANCES,COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2024-06-24,39067.07,39067.07,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1835_0_-NONE-_0,36C24824P1835,BREMER BRACE OF FLORIDA INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-06-28,13501.84,13501.84,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25622P0844_P00001_-NONE-_0,36C25622P0844,HYKO SOLUTIONS LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2024-03-04,-40200.0,0.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25623P1215_P00001_-NONE-_0,36C25623P1215,HAMILTON ALLIANCE INC,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,SOLID WASTE COLLECTION,2023-12-30,525915.0,1025772.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P0783_0_-NONE-_0,36C25624P0783,PHILIPS NORTH AMERICA LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-04-12,14080.0,14080.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P1210_0_-NONE-_0,36C25624P1210,"ALLPARTS MEDICAL, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-06-17,21287.25,21287.25,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25024C0126_0_-NONE-_0,36C25024C0126,"RIVER NORTH HOTEL INDIANA OWNER, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,2024-05-31,124350.0,124350.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25024P0261_0_-NONE-_0,36C25024P0261,MANUEL GARCIA PROSTHETICS LAB INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-11-13,10524.38,10524.38,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25024P1878_0_-NONE-_0,36C25024P1878,LOVELL GOVERNMENT SERVICES INC.,Department of Veterans Affairs,Department of Veterans Affairs,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-09-16,37760.8,37760.8,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24920P0005_P00008_-NONE-_0,36C24920P0005,JAMES E ROBERTS JR LLC,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- OTHER,OTHER SERVICES TO BUILDINGS AND DWELLINGS,2023-10-01,2984.0,12953.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24923P1017_P00001_-NONE-_0,36C24923P1017,TOBII DYNAVOX LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-10-16,-2277.16,16765.84,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P0069_0_-NONE-_0,36C24924P0069,"BILLY WHITTINGTON, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-10-20,12570.0,12570.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24E21P0028_P00002_-NONE-_0,36C24E21P0028,UNIVERSITY OF WASHINGTON,Department of Veterans Affairs,Department of Veterans Affairs,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2024-08-01,-1838.99,18170.46,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25722C0079_P00003_-NONE-_0,36C25722C0079,"LOCUMTENENS.COM, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- PSYCHIATRY,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",2023-11-16,-46631.7,199671.0,NOT COMPETED,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,DEFINITIVE CONTRACT
3600_-NONE-_36C25222P1122_P00003_-NONE-_0,36C25222P1122,VETS ACCESS LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-04-02,69314.04,184399.29,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25224P0829_0_-NONE-_0,36C25224P0829,"ELEVATED TECHNOLOGIES SERVICES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,OTHER BUILDING EQUIPMENT CONTRACTORS,2024-09-17,58990.0,58990.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25618C0111_P00005_-NONE-_0,36C25618C0111,"APOGEE CONSULTING GROUP, P.A.",Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,ARCHITECTURAL SERVICES,2024-07-01,36097.96,631756.96,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25922C0127_P00009_-NONE-_0,36C25922C0127,GCH CONSTRUCTION COMPANY,Department of Veterans Affairs,Department of Veterans Affairs,REPAIR OR ALTERATION OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2024-03-07,8921.0,9588371.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25922P0833_P00002_-NONE-_0,36C25922P0833,"THERAPEUTIC RESEARCH CENTER, LLC",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,2024-05-03,-2710.77,2823.59,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25220C0174_P00005_-NONE-_0,36C25220C0174,"DENTAL ARTS LABORATORIES, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2023-12-04,-2.0,107238.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C10X21C0008_P00004_-NONE-_0,36C10X21C0008,"THE REGISTRATION SYSTEM, LLC",Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- MANAGEMENT: OTHER,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",2023-11-22,9925.0,39700.0,NOT AVAILABLE FOR COMPETITION,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C10X22C0033_P00012_-NONE-_0,36C10X22C0033,MYREVELATIONS LLC,Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- PROFESSIONAL: LEGAL,OFFICES OF LAWYERS,2024-08-02,7524046.28,33888455.84,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24122P0374_P00002_-NONE-_0,36C24122P0374,"PARKER X-RAY SOLUTION SERVICE, INCORPORATED",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-02-13,17700.0,53100.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24122P1200_P00003_-NONE-_0,36C24122P1200,D & D LABORATORY LLC,Department of Veterans Affairs,Department of Veterans Affairs,OTHER QC/TEST/INSPECT- MISCELLANEOUS,TESTING LABORATORIES AND SERVICES,2024-01-23,197.34,26479.05,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25621P0510_P00007_-NONE-_0,36C25621P0510,"D. H. PACE COMPANY, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2024-08-12,0.0,31992.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25623P0037_P00002_-NONE-_0,36C25623P0037,"COMPUTRITION, INC.",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,2023-10-02,24838.35,48940.04,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P0191_0_-NONE-_0,36C25624P0191,MEDTRONIC USA INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2023-11-05,25100.0,25100.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25923P0937_P00002_-NONE-_0,36C25923P0937,GCH CONSTRUCTION COMPANY,Department of Veterans Affairs,Department of Veterans Affairs,LEASE OR RENTAL OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,2023-10-24,-17064.0,64459.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25924P0812_0_-NONE-_0,36C25924P0812,MEDTRONIC USA INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-05-01,36637.85,36637.85,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26022P0936_P00002_-NONE-_0,36C26022P0936,NORCO INC,Department of Veterans Affairs,Department of Veterans Affairs,"LEASE OR RENTAL OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",INDUSTRIAL GAS MANUFACTURING,2024-08-20,12096.0,35244.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25523P0604_P00001_-NONE-_0,36C25523P0604,"VETERANS HEALTHCARE SUPPLY SOLUTIONS, INC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-04-16,-3282.2,160897.8,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25524C0082_0_-NONE-_0,36C25524C0082,"4GKB, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MAINTENANCE OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2024-09-28,93153.0,93153.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25524P0648_0_-NONE-_0,36C25524P0648,"PASS, L.L.C",Department of Veterans Affairs,Department of Veterans Affairs,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2024-09-19,37819.24,37819.24,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24124P0685_0_-NONE-_0,36C24124P0685,"CONNER MATNEY ENTERPRISES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"ROAD CLEARING, CLEANING, AND MARKING EQUIPMENT",ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,2024-06-27,16012.28,16012.28,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24124P1101_0_-NONE-_0,36C24124P1101,AVCO ENTERPRISES INC.,Department of Veterans Affairs,Department of Veterans Affairs,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,2024-09-27,93444.69,93444.69,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24219C0106_P00004_-NONE-_0,36C24219C0106,D2X CONSTRUCTION LLC,Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,ENGINEERING SERVICES,2023-11-08,0.0,1029619.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24224P0561_0_-NONE-_0,36C24224P0561,PHILIPS NORTH AMERICA LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",IRRADIATION APPARATUS MANUFACTURING,2024-01-18,17572.14,17572.14,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26124P1281_0_-NONE-_0,36C26124P1281,INNOVATIVE PROSTHETICS AND ORTHOTICS,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-06-18,26594.94,26594.94,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26124P1338_0_-NONE-_0,36C26124P1338,"NORTH BAY PROSTHETICS AND ORTHOTICS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-07-10,14196.33,14196.33,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25724P0348_0_-NONE-_0,36C25724P0348,RM ULTIMATE CONSTRUCTION LLC,Department of Veterans Affairs,Department of Veterans Affairs,MAINTENANCE OF HOSPITALS AND INFIRMARIES,COMPUTER FACILITIES MANAGEMENT SERVICES,2024-05-23,59216.01,59216.01,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25621P1234_P00003_-NONE-_0,36C25621P1234,TERARECON INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-07-26,18543.68,260193.68,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25623P1084_P00002_-NONE-_0,36C25623P1084,GE PRECISION HEALTHCARE LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",IRRADIATION APPARATUS MANUFACTURING,2024-03-10,-2146.75,16660.25,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P0269_0_-NONE-_0,36C25624P0269,PERFORMANCE PROSTHETICS & ORTHOTICS P.L.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-11-22,89100.0,89100.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P0782_0_-NONE-_0,36C25624P0782,"THUNDERCAT TECHNOLOGY, LLC",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,2024-04-02,47600.0,47600.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P1020_0_-NONE-_0,36C24224P1020,DME SERVICES LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-04-09,20183.5,20183.5,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24422P0617_P00004_-NONE-_0,36C24422P0617,"GETINGE USA SALES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-03-21,-0.03,45951.83,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24422P0811_P00002_-NONE-_0,36C24422P0811,"MEDICAL GAS SOLUTIONS, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ALL OTHER SPECIALTY TRADE CONTRACTORS,2024-03-28,-10000.0,55007.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24423C0036_P00002_-NONE-_0,36C24423C0036,ACELA ARCHITECTS + ENGINEERS PC,Department of Veterans Affairs,Department of Veterans Affairs,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",ENGINEERING SERVICES,2024-07-18,0.0,642175.05,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25921C0006_P00006_-NONE-_0,36C25921C0006,"HYPERION BIOTECHNOLOGY, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",TESTING LABORATORIES AND SERVICES,2023-12-06,-9335.2,68044.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25924P0992_0_-NONE-_0,36C25924P0992,"DATEX-OHMEDA, INC.",Department of Veterans Affairs,Department of Veterans Affairs,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,OTHER TECHNICAL AND TRADE SCHOOLS,2024-08-22,32500.0,32500.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26019P0026_P00014_-NONE-_0,36C26019P0026,ADMIRALS EXPERIENCE INC,Department of Veterans Affairs,Department of Veterans Affairs,OPERATION OF DINING FACILITIES,FOOD SERVICE CONTRACTORS,2024-09-05,-11302.95,3095887.21,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26223P0932_P00002_-NONE-_0,36C26223P0932,COOPER MECHANICAL INC,Department of Veterans Affairs,Department of Veterans Affairs,REPAIR OR ALTERATION OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2023-12-13,0.0,165215.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24423P0852_P00001_-NONE-_0,36C24423P0852,JOHNSON CONTROLS FIRE PROTECTION LP,Department of Veterans Affairs,Department of Veterans Affairs,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2023-11-02,0.0,28929.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P1721_0_-NONE-_0,36C25624P1721,HANGER PROSTHETICS & ORTHOTICS INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-09-13,21877.03,21877.03,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25721C0036_P00003_-NONE-_0,36C25721C0036,"APOGEE CONSULTING GROUP, P.A.",Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,ENGINEERING SERVICES,2024-05-28,0.0,287889.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C26024P1121_0_-NONE-_0,36C26024P1121,NOVOCURE INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-30,149246.19,149246.19,NOT AVAILABLE FOR COMPETITION,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26224P2056_0_-NONE-_0,36C26224P2056,SUNRISE MEDICAL (US) LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-13,23139.45,23139.45,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26324P0041_0_-NONE-_0,36C26324P0041,"GREAT PLAINS RESTORATIVE SERVICES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-10-10,14707.54,14707.54,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26324P0502_0_-NONE-_0,36C26324P0502,SUNRISE MEDICAL (US) LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-08,25746.46,25746.46,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26324P0807_0_-NONE-_0,36C26324P0807,DISE LLC,Department of Veterans Affairs,Department of Veterans Affairs,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2024-06-05,36000.0,36000.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25724K0029_0_-NONE-_0,36C25724K0029,MARTIN BIONICS INNOVATIONS LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-10-25,12121.29,12121.29,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
